機構名稱,行政區,地址
艾萊克時尚診所,63000030,臺北市大安區忠孝東路四段162號7樓之3
延吉美皮膚專科診所,63000030,臺北市大安區忠孝東路四段250號3樓之1、3樓之2
銘妍診所,63000030,臺北市大安區忠孝東路四段107號8樓
雅丰麗緻診所,63000030,臺北市大安區忠孝東路4段221號5樓
綺色佳診所,63000030,臺北市大安區敦化南路二段128號地下層
灩妮醫美診所,63000030,臺北市大安區和平東路一段10號3樓
光慧診所,63000030,臺北市大安區復興南路二段176號
愛群婦產科診所,63000030,臺北市大安區信義路三段155號2樓之1、178號2樓、178號7樓
微顏整形外科診所,63000030,臺北市大安區仁愛路四段107號5樓
禾馨新生婦幼診所,63000030,臺北市大安區新生南路三段2號、2號2樓、2號3樓
光澤診所,63000030,臺北市大安區忠孝東路四段1號5樓、8樓
靚世紀診所,63000030,臺北市大安區忠孝東路四段155號3樓
和麗診所,63000030,臺北市大安區和平東路1段121號2樓
光彩時尚診所,63000030,臺北市大安區忠孝東路四段191號6樓
巨星整形外科診所,63000030,臺北市大安區忠孝東路四段107號5樓之2
麗式診所,63000030,臺北市大安區信義路4段251號15樓
自體心理診所,63000030,臺北市大安區延吉街153之9號3樓
京品醫美診所,63000030,臺北市大安區忠孝東路3段249之1號7樓
晴天身心診所,63000030,"臺北市大安區延吉街	135之3號2樓"
首爾醫美診所,63000030,臺北市大安區信義路4段382號5樓
蔡凱宙自然骨科診所,63000030,臺北市大安區羅斯福路3段309號4樓之3
東區時尚美學診所,63000030,臺北市大安區忠孝東路4段134號9樓
全美診所,63000030,臺北市大安區復興南路1段127號3樓、3樓之1
如一整形外科診所,63000030,臺北市大安區信義路3段149號10樓
奧拉克診所,63000030,臺北市大安區忠孝東路四段15號6樓之1
嘉德麗雅診所,63000030,臺北市大安區信義路4段155號7樓
達仁診所,63000030,臺北市大安區信義路2段208號4樓
華特診所,63000030,臺北市大安區忠孝東路四段341號5樓之1
願麗醫美診所,63000030,臺北市大安區仁愛路4段33號2樓之1
名媛芭比時尚醫美診所,63000030,臺北市大安區信義路4段380號
瑞御診所,63000030,臺北市大安區敦化南路一段259號12樓
輝馥復健專科診所,63000030,臺北市大安區忠孝東路4段218之5號2樓
緻美整形外科診所,63000030,臺北市大安區仁愛路四段50之3號(2樓)
珍世明眼科診所,63000030,臺北市大安區信義路4段98號2樓
馨思診所,63000030,臺北市大安區羅斯福路2段41號7樓之1
小禾馨小兒專科診所,63000030,臺北市大安區新生南路三段4號
潘健理診所,63000030,臺北市大安區忠孝東路三段86號8樓
百康診所,63000030,臺北市大安區忠孝東路四段333號8樓之3
水天使診所,63000030,臺北市大安區忠孝東路4段218之2號6樓
尚凌診所,63000030,臺北市大安區忠孝東路三段257號3樓、261號2樓
佳立得耳鼻喉科診所,63000030,臺北市大安區新生南路1段165巷1號1樓
安瑟美膚整形外科診所,63000030,臺北市大安區安和路1段113號2樓之1
博恩妍診所,63000030,臺北市大安區忠孝東路四段177號12樓
鄢源貴婦產科診所,63000030,臺北市大安區信義路4段199巷2號5樓之1
陽光美診所,63000030,臺北市大安區忠孝東路4段312號4樓之4
百靈診所,63000030,臺北市大安區復興南路1段204號5樓之1
優爾視眼科診所,63000030,臺北市大安區敦化南路一段283號2樓、2樓之1
李細祥內科診所,63000030,臺北市大安區四維路198巷30弄5號
御美診所,63000030,臺北市大安區仁愛路4段137號4樓之2
環球診所,63000030,臺北市大安區信義路二段184號4樓
米漾診所,63000030,臺北市大安區信義路3段200號12樓
福康診所,63000030,臺北市大安區忠孝東路三段247之1號3樓
凡登斐麗診所,63000030,臺北市大安區信義路3段149號3樓、149號3樓之1
毛爵生髮診所,63000030,臺北市大安區忠孝東路4段220號3樓、218之5號5樓
睿醫診所,63000030,臺北市大安區忠孝東路4段170巷18弄18號2樓之1
童話時尚診所,63000030,臺北市大安區安和路2段20巷8號、10號
超越復健診所,63000030,臺北市大安區羅斯福路二段81巷1號3、4、5樓
謝婦產科診所,63000030,臺北市大安區忠孝東路四段311號3樓之1
張涵郁診所,63000030,臺北市大安區光復南路416號1樓、412號2樓
君綺診所,63000030,臺北市大安區忠孝東路4段30號9樓、10樓
璞之妍診所,63000030,臺北市大安區安和路1段21巷5號、敦化南路1段233巷13號
尚緹診所,63000030,臺北市大安區敦化南路二段1號5樓
韓風時尚整形外科診所,63000030,臺北市大安區光復南路346巷21號1樓
富盈診所,63000030,臺北市大安區基隆路2段172之1號2樓、2樓之1、2樓之2、2樓之3、3樓、3樓之1、3樓之2、3樓之3、3樓之4
安諾診所,63000030,臺北市大安區忠孝東路4段176之1號6樓
韓佳人診所,63000030,臺北市大安區忠孝東路4段122之1號(實際營業地址：2樓)
和欣視光眼科診所,63000030,臺北市大安區和平東路3段274號(實際營業地址:1樓、地下層)
時尚元素診所,63000030,臺北市大安區基隆路2段164號2樓
衣絜時尚美學診所,63000030,臺北市大安區仁愛路四段四號2樓
大安聚英視光眼科診所,63000030,臺北市大安區金山南路2段2號3樓
台生診所,63000030,臺北市大安區忠孝東路4段341號8樓之2
緻妍國際醫學美容診所,63000030,臺北市大安區建國南路1段165號(3樓)
愛家自然診所,63000030,臺北市大安區建國南路1段160號6樓
大心診所,63000030,臺北市大安區忠孝東路4段205巷7弄13號2樓、153號6樓
嘉速美整形外科醫美診所,63000030,臺北市大安區忠孝東路4段130號3樓
欣昇復健科診所,63000030,臺北市大安區復興南路一段283號
星美妍國際醫美診所,63000030,臺北市大安區忠孝東路4段120之15號(3樓)
樂奕診所,63000030,臺北市大安區大安路1段144巷5號
樂沐時尚診所,63000030,臺北市大安區文昌街205號2樓
忠孝美麗爾診所,63000030,臺北市大安區敦化南路1段216號6樓
亞妮詩整形外科診所,63000030,臺北市大安區忠孝東路4段218之1號13樓
尚行美耳鼻喉專科診所,63000030,臺北市大安區光復南路288號3樓之1、4樓之3
夏娃診所,63000030,臺北市大安區師大路68巷2號2樓
台北生髮診所,63000030,臺北市大安區忠孝東路4段77巷15號2樓、大安路1段75巷21號2樓
和平婦產科診所,63000030,臺北市大安區和平東路1段180號5樓
華育婦產科診所,63000030,臺北市大安區敦化南路二段39號12樓之1
時尚假期醫美診所,63000030,臺北市大安區復興南路1段222號5樓
佳思優整形醫美診所,63000030,臺北市大安區新生南路1段153號2樓、2樓之1
教主診所,63000030,臺北市大安區和平東路1段6號6樓、6樓之1
安民家庭醫學科診所,63000030,臺北市大安區大安路1段65號2樓之1
璞美整形外科醫美診所,63000030,臺北市大安區復興南路1段222號6樓
蜜絲歐妮診所,63000030,臺北市大安區忠孝東路4段126之24號(12樓)
樂芙美形診所,63000030,臺北市大安區忠孝東路4段166號8樓之1
全新大安診所,63000030,臺北市大安區大安路1段101巷10號4樓
天美診所,63000030,臺北市大安區復興南路二段82號3樓
采欣醫美診所,63000030,臺北市大安區忠孝東路4段176號10樓
維納斯時尚診所,63000030,臺北市大安區金山南路2段3號3樓、9樓
多娜台北植髮診所,63000030,臺北市大安區信義路三段158號3樓
羅丹診所,63000030,臺北市大安區忠孝東路4段312號12樓、12樓之1、12樓之2、12樓之3、12樓之4
再生診所,63000030,臺北市大安區永康街7巷18號
健全醫美診所,63000030,臺北市大安區信義路三段151號4樓
麗波永康國際診所,63000030,臺北市大安區信義路2段178號(4樓、5樓)
享艾美時尚診所,63000030,臺北市大安區忠孝東路4段333號3樓
康博診所,63000030,臺北市大安區復興南路1段227號1樓
敦力診所,63000030,臺北市大安區敦化南路二段164號2樓、2樓之1、2樓之2、2樓之3
恆美診所,63000030,臺北市大安區忠孝東路4段212號5樓
巴比侖診所,63000030,臺北市大安區敦化南路2段5號3樓之2、3樓之3
永茂忠孝診所,63000030,臺北市大安區忠孝東路4段231號6樓之1、6樓之2
大安眼科診所,63000030,臺北市大安區和平東路1段258號
大安身心診所,63000030,臺北市大安區和平東路2段18之9號
海亞大健康管理診所,63000030,臺北市大安區忠孝東路4段230號6樓
國際整形外科診所,63000030,臺北市大安區忠孝東路4段59號5樓之2、之3
靚優健康醫學美容診所,63000030,臺北市大安區忠孝東路4段126之6號（A座6樓）
行一診所,63000030,臺北市大安區新生南路3段19巷8號3樓之1
原綺診所,63000030,臺北市大安區金山南路2段3號5樓、6樓
台北亞緻整形外科診所,63000030,臺北市大安區仁愛路4段2號5樓
信禾診所,63000030,臺北市大安區信義路4段281號2樓
成長空間診所,63000030,臺北市大安區敦化南路一段236巷29號
元晨診所,63000030,臺北市大安區忠孝東路四段1號9樓
三豐診所,63000030,臺北市大安區信義路3段23號、23號2樓
A ONE 高階鼻美型診所,63000030,臺北市大安區羅斯福路3段309號3樓之2
比鼻八千代診所,63000030,臺北市大安區復興南路一段200號5樓、5樓之1
樂活診所,63000030,臺北市大安區師大路12號(實際營業地址：1樓、3樓)
愛群兒童成長診所,63000030,臺北市大安區信義路三段155號1、2樓
大安?眼明眼科診所,63000030,臺北市大安區復興南路1段103號2樓之1
安東診所,63000030,臺北市大安區和平東路2段229號(1樓、2樓)
甯寓美學診所,63000030,臺北市大安區信義路2段198巷5號（1、2樓）
聖諦亞健康管理診所,63000030,臺北市大安區仁愛路四段109號3樓
陽光燦亮診所,63000030,臺北市大安區忠孝東路四段166號7樓之3
聖緹雅醫美皮膚科診所,63000030,臺北市大安區仁愛路四段107號13樓
忠孝安媞婦產科診所,63000030,臺北市大安區忠孝東路4段59號7樓之4
美加仁愛醫美診所,63000030,臺北市大安區復興南路一段227號4樓
賽爾拉雅特時尚診所,63000030,臺北市大安區仁愛路4段122巷26號(含地下1樓)
微媞時尚診所,63000030,臺北市大安區忠孝東路四段250號2樓及2樓之6
皇珈美學診所,63000030,臺北市大安區光復南路290巷28號
芮禾診所,63000030,臺北市大安區大安路一段133號5樓
丰緹絲醫美診所,63000030,臺北市大安區大安路一段80號2樓
宏康復健專科診所,63000030,臺北市大安區信義路4段134號及134號2樓
秀寧診所,63000030,臺北市大安區光復南路116巷1號5樓、3號5樓、5號5樓(實際營業地址：6樓)
女神時尚診所,63000030,臺北市大安區忠孝東路4段329號7樓之1
澤風雅全方位診所,63000030,臺北市大安區忠孝東路4段176之1號11樓
櫟安診所,63000030,臺北市大安區金山南路2段200號11樓
立澄診所,63000030,臺北市大安區忠孝東路3段259號3樓
仁愛好日子診所,63000030,臺北市大安區仁愛路3段5巷3之2號
北秀醫美健康管理診所,63000030,臺北市大安區光復南路116巷1號6樓、3號6樓、5號6樓 (實際營業地址：7樓)
寶泫診所,63000030,臺北市大安區忠孝東路4段311號2樓之2
日本元氣診所,63000030,臺北市大安區敦化南路2段267號17樓之5
幸福婦產科診所,63000030,臺北市大安區忠孝東路4段235號12樓
金貞醫學美容診所,63000030,臺北市大安區市民大道3段198號11樓
膚適美診所,63000030,臺北市大安區忠孝東路4段76號6樓之4、8樓之4、8樓之3 
藏琢診所,63000030,臺北市大安區新生南路1段161巷37號1樓
容華診所,63000030,臺北市大安區敦化南路1段219號5樓
楊鵬生婦產科診所,63000030,臺北市大安區信義路2段72號2樓
聯新國際診所,63000030,臺北市大安區仁愛路4段77號3樓、3樓之1
藝群忠孝診所,63000030,臺北市大安區忠孝東路4段128號10樓
杏保醫網信誠診所,63000030,臺北市大安區信義路4段197號1樓、199巷2號1樓、199巷2號2樓、199巷2號2樓之1
禾馨宜蘊婦產科診所,63000030,臺北市大安區信義路3段149號14樓、14樓之1、15樓、15樓之1
大師美學診所,63000030,臺北市大安區復興南路1段204號3樓之1、3樓之2
君綺忠孝診所,63000030,臺北市大安區忠孝東路4段30號5、6樓
頂好預防醫學診所,63000030,臺北市大安區忠孝東路4段59號6樓之3
信德診所,63000030,臺北市大安區敦化南路1段362號5樓、5樓之1
適群診所,63000030,臺北市大安區四維路198巷32號、32之1號、32之2號、34號、36號、36之2號、復興南路2段283號10樓
王君瑜整形外科診所,63000030,臺北市大安區仁愛路4段107號2樓
敦南諾貝爾眼科診所,63000030,臺北市大安區敦化南路1段216號3樓
喬雅時尚診所,63000030,臺北市大安區忠孝東路4段147巷1號10樓
東方美學診所,63000030,臺北市大安區信義路4段63號4樓
風華御髮植髮診所,63000030,臺北市大安區羅斯福路2段33號4樓
熙之美醫美診所,63000030,臺北市大安區復興南路1段249號3樓
琢禾美學診所,63000030,臺北市大安區新生南路2段2號7樓
楊海醫師診所,63000030,臺北市大安區新生南路2段2號6樓之2
喜顏美學診所,63000030,臺北市大安區敦化南路1段252巷25號1樓 
麗生時尚美學診所,63000030,臺北市大安區安和路1段21巷17號1樓
日安健康診所,63000030,臺北市大安區仁愛路4段33號6樓
K Beauty 時尚美學診所,63000030,臺北市大安區忠孝東路4段223巷38號2樓
宇川自然醫學診所,63000030,臺北市大安區敦化南路1段259號2樓
木木日安皮膚專科診所,63000030,臺北市大安區復興南路1段81號1樓、79巷2號2樓之3及79巷4弄2號地下1層之37
醫者診所,63000030,臺北市大安區基隆路2段172之1號4樓、4樓之1、4樓之2、4樓之3、4樓之4
初樂極緻美學診所,63000030,臺北市大安區大安路1段116巷9號1樓
大中診所,63000030,臺北市大安區信義路4段265巷2號5樓
首盛診所,63000030,臺北市大安區大安路1段101巷5號1樓
伊生診所,63000030,臺北市大安區忠孝東路4段216巷32弄15號(1樓)、20號3樓
維昕時尚診所,63000030,臺北市大安區復興南路1段137號4樓之7、4樓之8
漢蒂妮醫美診所,63000030,臺北市大安區新生南路1段165巷41號1樓、41之1號1樓
無痕美學診所,63000030,臺北市大安區安和路1段86號2樓
交感身心診所,63000030,臺北市大安區信義路4段143號4樓
生生優動忠孝新生診所,63000030,臺北市大安區濟南路3段9號1樓
心妍診所,63000030,臺北市大安區忠孝東路3段249之1號8樓
琢美妍時尚診所,63000030,臺北市大安區忠孝東路4段51之4號(5樓)
永誠復健科診所,63000030,臺北市大安區復興南路二段236號2樓
慕診所,63000030,臺北市大安區復興南路二段12巷25號1樓
新復生診所,63000030,"臺北市大安區仁愛路4段	151巷38號2樓"
荻珥整形外科診所,63000030,臺北市大安區敦化南路1段261號2樓
賦真妍整形外科專科診所,63000030,臺北市大安區忠孝東路4段162號3樓、166號3樓之3
生髮診所,63000030,臺北市大安區敦化南路1段190巷12號、忠孝東路4段101巷16號2樓之3
禾安診所,63000030,臺北市大安區忠孝東路3段100號2樓、2樓之1
淨妍醫美診所,63000030,臺北市大安區忠孝東路4段212號4樓之1
 顧芳瑜泌尿科診所,63000030,臺北市大安區信義路3段192之1號4樓
沐淨科技體雕診所,63000030,臺北市大安區忠孝東路4段112號12樓之13
上尚診所,63000030,臺北市大安區忠孝東路4段216巷19弄4號2樓
小岩井診所 ,63000030,臺北市大安區光復南路260巷23號2樓
天予診所,63000030,臺北市大安區敦化南路1段138號4樓之7
安澐診所,63000030,臺北市大安區復興南路2段150號(1樓)
法瑞診所,63000030,臺北市大安區忠孝東路4段53之8號
大安皮膚專科診所,63000030,臺北市大安區新生南路2段8之1號2樓
醫者新診所,63000030,臺北市大安區基隆路2段172之1號4樓、4樓之1、4樓之2、4樓之3、4樓之4
凱妍診所,63000030,臺北市大安區忠孝東路4段128號8樓
忠孝星美妍國際醫美診所,63000030,臺北市大安區忠孝東路4段220號4樓
己研美學診所,63000030,臺北市大安區永康街10巷10號1樓、10巷8號(1樓含1層、2層)
樂益耳鼻喉科診所,63000030,臺北市大安區復興南路2段161號1樓
馥儷診所,63000030,臺北市大安區忠孝東路4段50號2樓
甯之美診所,63000030,臺北市大安區復興南路1段323號4樓
逸林診所,63000030,臺北市大安區信義路4段109之2號1樓
群英整形外科診所,63000030,臺北市大安區信義路4段279號3樓、281號3樓
憶安診所,63000030,臺北市大安區信義路3段3號2樓之2
仁生復健科診所,63000030,臺北市大安區信義路4段265巷17號1樓、17號2樓
台北享新代診所,63000030,臺北市大安區忠孝東路4段26巷7號2樓
忠孝世賓婦產科診所,63000030,臺北市大安區忠孝東路4段176號4樓
苙登醫美診所,63000030,臺北市大安區忠孝東路4段112號9樓之13
星媺診所,63000030,臺北市大安區忠孝東路4段107號11樓
喜月泌尿診所,63000030,臺北市大安區杭州南路2段63號
看見佳醫診所,63000030,臺北市大安區忠孝東路3段305號5樓之3
秘境美學診所,63000030,臺北市大安區忠孝東路4段222號5樓、224號5樓
奐采美診所,63000030,臺北市大安區忠孝東路4段50號5樓
煥儷美形仁愛診所,63000030,臺北市大安區仁愛路4段2號8樓
臻心美妍診所 ,63000030,臺北市大安區信義路3段151號7樓
杏保醫網信康診所,63000030,臺北市大安區敦化南路2段335號1樓
八千代診所,63000030,臺北市大安區大安路1段101巷10號3樓
生活家醫美診所,63000030,臺北市大安區忠孝東路4段212號6樓之1
群光自然診所,63000030,臺北市大安區羅斯福路3段271號10樓
伯特利敦南身心診所,63000030,臺北市大安區和平東路3段1巷51號2樓
嘉齡診所,63000030,臺北市大安區敦化南路1段191號地下之28至31、地下之105至106、地下之110至113、地下之120至122、地下之130至131
家齡診所,63000030,臺北市大安區敦化南路1段191號地下之9至19、地下之88至96、地下之100至101
佳齡診所,63000030,臺北市大安區敦化南路1段191號地下、地下之1至8、地下之37至73、地下之84至85
東風診所,63000030,臺北市大安區忠孝東路4段132號4樓
禾顏時尚醫美診所,63000030,臺北市大安區忠孝東路3段249號6樓
宸光眼科診所,63000030,臺北市大安區信義路4段199巷13號1樓
大安逸采診所,63000030,臺北市大安區信義路3 段186號5樓
媚登?纖體醫妍安和診所,63000030,臺北市大安區仁愛路4段151巷18號地下1層
杏澤健康診所,63000030,臺北市大安區復興南路1段215號12樓、12樓之1
艾戀國際診所,63000030,臺北市大安區敦化南路1段225號9樓之2、忠孝東路4段166號8樓之2
冠美國際時尚診所,63000030,臺北市大安區光復南路260巷24號4樓
無齡診所,63000030,臺北市大安區敦化南路1段259號13樓
禾亞國際健康診所,63000030,臺北市大安區仁愛路4段27巷3號2樓
詠漾診所,63000030,臺北市大安區仁愛路4段419號3樓
寶儷國際美型診所,63000030,臺北市大安區金山南路二段3號8樓
睿揚診所,63000030,臺北市大安區和平東路1段180號10樓
琢月診所,63000030,臺北市大安區忠孝東路4段69之4號(5樓)
沐美診所,63000030,臺北市大安區仁愛路4段25之1號5樓
原美學診所,63000030,臺北市大安區羅斯福路3段309號3樓、3樓之5
伊勢美診所,63000030,臺北市大安區信義路2段104號6樓
江子朋醫美診所,63000030,臺北市大安區復興南路1段137號6樓之8
沐雲美學診所,63000030,臺北市大安區延吉街153之3號3樓
忠孝書拉密美學診所,63000030,臺北市大安區忠孝東路4段15號6樓
韓佳人綠洲診所,63000030,臺北市大安區光復南路72巷7弄9號1樓
樂康美診所,63000030,臺北市大安區敦化南路1段188號9樓
安瑟美皮膚科診所,63000030,臺北市大安區安和路1段113號2樓
聖緹雅美學診所,63000030,臺北市大安區仁愛路4段107號6樓
司鉑診所,63000030,臺北市大安區忠孝東路4段128號12樓
曼星整形醫美診所,63000030,臺北市大安區信義路4段58號3樓之2、3樓之3、4樓之2
仁愛濰視眼科診所,63000030,臺北市大安區復興南路1段 243號3樓、3樓之1
鍾雲霓外科診所,63000030,臺北市大安區信義路3段149號10樓
晶漾診所,63000030,臺北市大安區忠孝東路4段333號10樓
法喬醫美診所,63000030,臺北市大安區忠孝東路4段71之2號(3樓)、73之2號(3樓)
超美診所,63000030,臺北市大安區忠孝東路4段178號9樓
禾馨大安婦幼診所,63000030,臺北市大安區新生南路3段4號2樓
艾尚美醫美診所,63000030,臺北市大安區忠孝東路4段55之8號(9樓)
忠孝喜月泌尿科診所,63000030,臺北市大安區忠孝東路4段59號7樓、59號7樓之1
維格診所,63000030,臺北市大安區仁愛路4段401號1樓、403號1樓、403號2樓、403號地下1層
自由風美醫診所,63000030,臺北市大安區復興南路1段259號2樓之1
仁愛耳鼻喉科診所,63000030,臺北市大安區光復南路308巷55號1樓
菁萃美診所,63000030,臺北市大安區復興南路1段279巷22號1樓
旅美學活力診所,63000030,臺北市大安區復興南路1段135巷17號3樓之1
久明診所,63000030,臺北市大安區敦化南路1段344號2樓、344號2樓之1
木木日安醫學美容診所,63000030,臺北市大安區敦化南路1段138之1號(1樓、2樓)
幸衍醫美診所,63000030,臺北市大安區復興南路2段111巷7號2樓
大安丰采睡眠醫學診所,63000030,臺北市大安區新生南路2段18號1樓、地下1層
芮亞時尚美學診所,63000030,臺北市大安區忠孝東路4段134號8樓
葵芮蓓緹醫美診所,63000030,臺北市大安區仁愛路3段5巷1弄9號1樓
羽田醫美診所,63000030,臺北市大安區羅斯福路3段171號6樓、6樓之1
花之妍美學診所,63000030,臺北市大安區光復南路240巷23號4樓
星媺信義診所,63000030,臺北市大安區信義路4段303號3樓
麗舍整形外科診所,63000030,臺北市大安區基隆路2段172之1號5樓、5樓之1、5樓之2、5樓之3、5樓之4
馨思身心精神科診所,63000030,臺北市大安區信義路2段208號7樓之1
艾朵拉診所,63000030,臺北市大安區忠孝東路4段60號3樓之3
台北孟德爾診所,63000030,臺北市大安區敦化南路1段216號10樓
澤之肌皮膚專科診所,63000030,臺北市大安區信義路4段109之1號1樓、2樓
向昕美學整形外科診所,63000030,臺北市大安區忠孝東路4段178號11樓
紐約整形外科診所,63000030,臺北市大安區敦化南路1段219號3樓
華顏醫美診所,63000030,臺北市大安區忠孝東路4段124之9號 (10樓)
和平診所,63000030,臺北市大安區和平東路1段77之2號(1樓)
DRC國際美型診所,63000030,臺北市大安區忠孝東路4段218號7樓
禾家美學診所,63000030,臺北市大安區四維路76巷11號1樓
公館得心身醫學診所,63000030,臺北市大安區羅斯福路3段281號3樓之1、3樓之2
鳴一診所,63000030,臺北市大安區敦化南路1段294號1樓
向陽身心診所,63000030,臺北市大安區忠孝東路4段218之2號2樓
植診所,63000030,臺北市大安區信義路3段59號2樓
凡登顱顏診所,63000030,臺北市大安區信義路3段149號6樓、6樓之1
耐斯診所,63000030,臺北市大安區敦化南路1段216號11樓
君綺大安診所,63000030,臺北市大安區忠孝東路4段30號3樓(3層、4層)
康迎健康診所,63000030,臺北市大安區忠孝東路4段76號2樓
愛玩美診所,63000030,臺北市大安區復興南路1段321號2樓
仁愛星和診所,63000030,臺北市大安區仁愛路4段137號2樓之1
于賓診所,63000030,臺北市大安區忠孝東路3段305號7樓之3、4、5、6
?兒美學診所,63000030,臺北市大安區敦化南路1段364號2樓
漫雲思境診所,63000030,臺北市大安區瑞安街61巷1弄5號1樓
愛群小兒專科診所,63000030,臺北市大安區信義路3段170號2樓、170號2樓之1、172號2樓、172號2樓之1
?兒診所,63000030,臺北市大安區敦化南路1段364號1樓
信義安妞美學診所,63000030,臺北市大安區信義路3段170號4樓、4樓之1
朝沐和安診所,63000030,臺北市大安區仁愛路4段137號6樓之1
初禾診所,63000030,臺北市大安區忠孝東路4段51之9號
郁仁診所,63000030,臺北市大安區敦化南路1段259號5樓
葳覓美學診所,63000030,臺北市大安區信義路2段30號2樓
采依診所,63000030,臺北市大安區羅斯福路2段41號7樓之2
博診所,63000030,臺北市大安區復興南路1段239號12樓
約書亞診所,63000030,臺北市大安區建國南路2段276號7樓
非凡復健科診所,63000030,臺北市大安區瑞安街180巷2號1樓、2之1號1樓
青熙美學診所,63000030,臺北市大安區忠孝東路4段120之8號(8樓)
凡恩絲診所,63000030,臺北市大安區信義路3段149號7樓之1
小蒔代美學診所,63000030,臺北市大安區仁愛路4段137號10樓
愛美士時尚醫美診所,63000030,臺北市大安區安和路1段61號4樓
芮態診所,63000030,臺北市大安區市民大道3段206號5樓
基督復臨安息日會醫療財團法人臺安診所,63000030,臺北市大安區敦化南路二段76號11樓、11樓之1、11樓之2、11樓之3
尹書田醫療財團法人書田泌尿科眼科診所,63000030,臺北市大安區建國南路2段276號1樓、2樓、4樓、4樓之1、B1、B1之1、278號1樓
台灣地區婦幼衛生中心醫療財團法人婦幼保健診所,63000030,臺北市大安區復興南路1段285號9樓
萬華瀚群骨科診所,63000070,臺北市萬華區西園路一段176號(實際營業地址:1樓、2樓)
榮順診所,63000070,臺北市萬華區環河南路二段238號
福全身心科診所,63000070,臺北市萬華區中華路二段600號
益銓診所,63000070,臺北市萬華區萬大路233號
京采美醫診所,63000070,臺北市萬華區中華路一段170號3樓、3樓之1及3樓之2
黃健勇皮膚科診所,63000070,臺北市萬華區成都路97號(實際營業地址:1、2樓)
陽光眼科診所,63000070,臺北市萬華區貴陽街二段81號、83號2樓
萬華身心精神科診所,63000070,臺北市萬華區和平西路3段142號
君綺時尚診所,63000070,臺北市萬華區中華路一段90號10樓
明峰診所,63000070,臺北市萬華區青年路22號
台北透析診所,63000070,臺北市萬華區西園路一段200號3樓
麗思醫美診所,63000070,臺北市萬華區成都路4號4樓
名家耳鼻喉科診所,63000070,臺北市萬華區西藏路107-2號(1樓)
和煦診所,63000070,臺北市萬華區和平西路3段216號1樓
可為診所,63000070,臺北市萬華區青年路24號(1樓)
日安診所,63000070,臺北市萬華區環河南路2段145號1樓
晟祐診所,63000070,臺北市萬華區中華路1段170號5樓之1
東京生活診所,63000070,臺北市萬華區萬大路491號(1、2樓)
萬華維沐身心診所,63000070,臺北市萬華區西藏路113號1樓
復安診所,63000070,臺北市萬華區寶興街115號1樓、117號1樓
同仁院醫療財團法人貴陽診所,63000070,臺北市萬華區昆明街169號(1樓)
臺北市立聯合醫院附設萬華門診部,63000070,臺北市萬華區東園街152號(1樓)
萬華劉小兒科診所,63000070,臺北市萬華區康定路158號
鄭內兒科診所,63000070,臺北市萬華區艋舺大道430號
賴耳鼻喉科診所,63000070,臺北市萬華區西園路二段１９４－１號
樺昌耳鼻喉科診所,63000070,臺北市萬華區中華路二段５２４號
世福診所,63000070,臺北市萬華區康定路18之3號(實際營業地址:2樓)
益生婦產科診所,63000070,臺北市萬華區萬大路４０６－１號
顏克文診所,63000070,臺北市萬華區貴陽街二段１０３號
林進雄診所,63000070,臺北市萬華區桂林路102號1樓
博大泌尿科診所,63000070,臺北市萬華區康定路92號
鄭眼科診所,63000070,臺北市萬華區莒光路１２３號
童錫鈺診所,63000070,臺北市萬華區萬大路４８６巷５９弄１７號
盧漢隆耳鼻喉科診所,63000070,臺北市萬華區環河南路二段１９７號
萬華蔡耳鼻喉科診所,63000070,臺北市萬華區昆明街３１２之１號
周耳鼻喉科診所,63000070,臺北市萬華區西昌街173號(1樓)
漢宗小兒科診所,63000070,臺北市萬華區中華路2段434號
視強眼科診所,63000070,臺北市萬華區中華路二段５９８號之４
聖約翰婦產科診所,63000070,臺北市萬華區東園街175號
裕仁診所,63000070,臺北市萬華區萬大路117號2樓、西藏路292號2樓
大元婦產科診所,63000070,臺北市萬華區西園路二段１４０巷８號
許孟權小兒科診所,63000070,臺北市萬華區西藏路115號
天行健診所,63000070,臺北市萬華區寶興街121、125、127號
中山婦產科診所,63000070,臺北市萬華區桂林路１１４號
生生整形外科診所,63000070,臺北市萬華區成都路96號2樓
維恩耳鼻喉科診所,63000070,臺北市萬華區萬大路446號
萬太診所,63000070,臺北市萬華區萬大路四三四號
君怡耳鼻喉科診所,63000070,臺北市萬華區貴陽街二段七十六號一樓
城中瑪麗安婦產科診所,63000070,臺北市萬華區成都路4號2樓、中華路一段158號(實際開業地址2樓)
萬澤內科診所,63000070,臺北市萬華區萬大路425之1號2、3、4樓
萬嘉耳鼻喉科診所,63000070,臺北市萬華區萬大路144號1樓
光耳鼻喉科診所,63000070,臺北市萬華區青年路90號
永康診所,63000070,臺北市萬華區桂林路47號1樓2樓及地下1樓
新東平診所,63000070,臺北市萬華區東園街１６２號
許士昌診所,63000070,臺北市萬華區艋舺大道168巷７號
陳國賢診所,63000070,臺北市萬華區萬大路２３6號1.2樓
嘉生診所,63000070,臺北市萬華區廣州街72號(1樓)、74號(1樓)
慧洋診所,63000070,臺北市萬華區莒光路１２５號
長泰耳鼻喉科診所,63000070,臺北市萬華區萬大路270號
陳嘉銘診所,63000070,臺北市萬華區武成街63巷12弄49號
新和診所,63000070,臺北市萬華區萬大路284號
